articleNr	reviewer_02	outlet	date	title	PUBL	COUNTRY	PUBDATE	PUBWEEK	count_ebolasurvivor	count_ebolavictim	count_liberia	count_guinea	count_sierraleone	count_westafrica	count_teresaromero	count_teresaromero ramos	count_spanish	count_spain	count_spanishnurse	count_excalibur	count_carlosiii hospital	count_thomaseric duncan	count_texaspresbyterian hospital	count_dallas	count_texas	count_ambervinson	count_emoryhospital	count_emoryuniversity hospital	count_dallasnurse	count_ninapham	count_nihclinical center	count_bethesda,maryland	count_kentbrantly	count_craigspencer	count_bellevuehospital	count_newyork doctor	count_willpooley	count_williampooley	count_pooley	count_britishnurse	count_britishebola victim	count_royalfree hospital	count_nancywritebol	count_ricksacra	count_ashokamukpo	count_cameraman	count_british-americannbc cameraman	count_martinsalia”	count_“universityof nebraska medical center	count_nebraskamedical center	count_leipzig	count_unworker	count_germanaid worker	count_stgeorg clinic	count_iancrozier	count_miguelpajares	count_brotherpajares	count_brothershospitallers of st. john of god	count_manuelgarcía viejo	count_manuelviejo	count_garciaviejo	count_garcíaviejo	count_sanjuan de dios	count_frenchnurse	count_frenchmedical worker	count_frenchaid worker	count_frenchun worker	count_frenchun employee	count_frenchunited nations worker	count_frenchunited nations employee	count_beginmilitary hospital	count_hospitalbegin	count_whoemployee	count_whoworker	count_worldhealth organisation worker	count_worldhealth organisation employee	count_worldhealth organization worker	count_worldhealth organization employee	count_hamburg	count_timowolf	count_frankfurt	count_norwegianwoman	count_norwegianvictim	count_msfworker	count_msfemployee	all
21	Richard	The Guardian 	October 24, 2014 Friday 8:30 PM GMT  	Strict Texas law makes Ebola lawsuits unlikely; Tort reform statutes and court rulings protect Texas hospitals from medical malpractice suits 	[UK] The Guardian	UK	2014-10-24	42	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	7	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
23	Kevin	The Guardian 	October 24, 2014 Friday 7:59 PM GMT  	Ebola has arrived - but it's nothing for New York, the city that never cowers; Would the diagnosis of the first Ebola patient send New Yorkers into a tailspin? Nicky Woolf hit the streets to take the city's temperature - and finds a distinct lack of panicNew York officials begin cleanup at patient's homeColloidal silver and other Ebola scams 	[UK] The Guardian	UK	2014-10-24	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
25	Jocelyn	The Guardian 	October 24, 2014 Friday 7:41 AM GMT  	Ebola crisis: Doctor at New York hospital tests positive; Preliminary test confirms virus in Craig Spencer, a physician with Doctors Without Borders who had been working in west AfricaGary Younge: Ebola has exposed America's fear 	[UK] The Guardian	UK	2014-10-24	42	0	0	1	3	1	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
27	Peter	The Guardian 	October 24, 2014 Friday 1:36 AM GMT  	Doctor tests positive for Ebola at New York hospital; Preliminary test confirms virus in Craig Spencer, a physician with Doctors Without Borders who had been working in west Africa 	[UK] The Guardian	UK	2014-10-24	42	0	0	1	3	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
29	Sara	The Guardian 	October 23, 2014 Thursday 5:43 PM GMT  	Cuba calling: what this small island can teach the world about disease control; West Africa needs what Cuba has: a well-trained, coordinated healthcare system. Anything less and Ebola wins 	[UK] The Guardian	UK	2014-10-23	42	0	0	1	1	2	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
31	Fiona	The Guardian 	October 23, 2014 Thursday 7:30 AM GMT  	Boot up: fake news sites, Apple Pay glitches, Xiaomi shifts data location; Plus Sony to cut on smartphones?, warning on third-party SSDs with Yosemite, fast-charging batteries, and more 	[UK] The Guardian	UK	2014-10-23	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
33	Matt	The Guardian 	October 22, 2014 Wednesday 6:19 PM GMT  	US to monitor all visitors from Ebola-hit African countries for 21 days; Ashoka Mukpo had covered the outbreak in Liberia'Too many are not as lucky as I've been' 	[UK] The Guardian	UK	2014-10-22	42	1	0	4	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	2	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
35	Peter	The Guardian 	October 22, 2014 Wednesday 4:32 AM GMT  	WHO aims for Ebola serum in weeks and vaccine tests in Africa by January; Details given of two vaccines being fast-tracked for trial on 20,000 health workers and antibody serum planned for Liberia 	[UK] The Guardian	UK	2014-10-22	42	1	0	5	2	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
37	Lindsay	The Guardian 	October 22, 2014 Wednesday 12:03 AM GMT  	Ebola: Liberian president phones Dallas mayor about infected nurses; Exclusive: Mike Rawlings said President Ellen Johnson Sirleaf had said she felt accountable for the situation in the Texan city 	[UK] The Guardian	UK	2014-10-22	42	0	0	6	0	0	1	0	0	0	0	0	0	0	1	0	5	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
39	Peter	The Inquirer (Monrovia) 	October 22, 2014 	'China Stands With Liberia' 	[LI] The Inquirer	LI	2014-10-22	42	0	0	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
41	Caitlin	The Guardian 	October 21, 2014 Tuesday 7:41 PM GMT  	Justine Greening meets British Ebola survivor Will Pooley in Sierra Leone; Minister visits Freetown clinic as part of UK £125m response to crisis, meeting nurse who returned after recovering from virus 	[UK] The Guardian	UK	2014-10-21	42	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
43	Fiona	The Guardian 	October 21, 2014 Tuesday 12:30 AM GMT  	It's Black History Month, and some responses are a tad predictable; The Florence Nightingale lobby is sharpening its pencils as the White History Month brigade limbers up 	[UK] The Guardian	UK	2014-10-21	42	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
45	Peter	The Guardian (London) - Final Edition 	October 21, 2014 Tuesday 	Journal: Opinion: Notebook: White History Month is already here 	[UK] The Guardian	UK	2014-10-21	42	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
47	Kevin	The Daily Telegraph (London) 	October 20, 2014 Monday  Edition 1; Scotland 	Ikea Ebola donation dwarfs Spain's 	[UK] The Telegraph	UK	2014-10-20	42	0	0	1	0	1	1	1	0	2	1	0	0	0	1	0	4	4	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
49	Richard	The Guardian (London) - Final Edition 	October 20, 2014 Monday 	'I just want to get back to work' - Ebola survivor Pooley returns to Sierra Leone: Decision was easy despite family's fears, says Briton: Nurse fears indifference to Africans' plight will return 	[UK] The Guardian	UK	2014-10-20	42	0	0	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
51	Peter	The Guardian (London) - Final Edition 	October 20, 2014 Monday 	All-clear for cruise ship fails to quell row over US response to virus 	[UK] The Guardian	UK	2014-10-20	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
53	Richard	The Daily Telegraph (London) 	October 18, 2014 Saturday  Edition 1; National Edition 	Carnival steadies after Ebola scare; Market report 	[UK] The Telegraph	UK	2014-10-18	41	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
55	Caitlin	The Daily Telegraph (London) 	October 18, 2014 Saturday  Edition 2; National Edition 	Carnival steadies after Ebola scare; Market report 	[UK] The Telegraph	UK	2014-10-18	41	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
57	Peter	The Guardian (London) - Final Edition 	October 18, 2014 Saturday 	Ebola: Ebola 'hysteria' in west could be hampering nursing call up 	[UK] The Guardian	UK	2014-10-18	41	0	0	3	0	5	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
59	Richard	The Guardian (London) 	October 18, 2014 Saturday 	Ebola 'hysteria' in west could be hampering nursing call up 	[UK] The Guardian	UK	2014-10-18	41	0	0	3	0	5	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
61	Richard	The Daily Telegraph (London) 	October 17, 2014 Friday  Edition 1; National Edition 	Ebola may be gruesome but it's not the biggest threat to Africa; Malaria has killed 70 times more people this year - eventhough it's very easy to prevent 	[UK] The Telegraph	UK	2014-10-17	41	0	1	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
63	Ines	The Daily Telegraph (London) 	October 17, 2014 Friday  Edition 1; National Edition 	Health chiefs increase efforts to aid 15 African countries 	[UK] The Telegraph	UK	2014-10-17	41	0	0	3	1	1	1	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
65	Richard	The Daily Telegraph (London) 	October 17, 2014 Friday  Edition 3; National Edition 	US hospital apologises over Ebola 'chaos' 	[UK] The Telegraph	UK	2014-10-17	41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	5	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
67	Lindsay	The Guardian (London) - Final Edition 	October 17, 2014 Friday 	Factory figures help bring calm to markets after days of turmoil: Central bank intervention in US adds to optimism: EU forced to pledge 'all help possible' to Greece 	[UK] The Guardian	UK	2014-10-17	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
69	Ines	The Guardian (London) - Final Edition 	October 17, 2014 Friday 	Ebola crisis: Texas: Hospital apologises for misdiagnosis and misinforming the public 	[UK] The Guardian	UK	2014-10-17	41	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	5	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
71	Fathima	DAILY MAIL (London) 	October 16, 2014 Thursday 	EBOLA WIPES £46BN OFF UK SHARES 	[UK] The Daily Mail	UK	2014-10-16	41	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
73	Ines	The Daily Telegraph (London) 	October 16, 2014 Thursday  Edition 3; National Edition 	Second US nurse falls victim to Ebola virus 	[UK] The Telegraph	UK	2014-10-16	41	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	3	3	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
75	Lindsay	The Guardian (London) - Final Edition 	October 16, 2014 Thursday 	Ebola crisis: Search is on for 132 passengers who flew with infected nurse: Appeal to find those on a flight from Cleveland to Dallas, as officials examine how another nurse contracted the disease 	[UK] The Guardian	UK	2014-10-16	41	0	0	2	1	1	1	0	0	0	0	0	0	0	2	0	7	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
77	Peter	The Guardian (London) - Final Edition 	October 15, 2014 Wednesday 	Front: Ebola: warning of 10,000 new cases a week: Health chief predicts rapid spread of virus with death rate running at 70% 	[UK] The Guardian	UK	2014-10-15	41	0	0	6	2	4	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
79	Jocelyn	DAILY MAIL (London) 	October 14, 2014 Tuesday 	HUNT'S WARNING AS HEATHROW SCREENING STARTS TODAY 	[UK] The Daily Mail	UK	2014-10-14	41	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
81	Fiona	The Daily Telegraph (London) 	October 14, 2014 Tuesday  Edition 1; National Edition 	Ebola screening may 'only catch flu patients and disrupt flights' 	[UK] The Telegraph	UK	2014-10-14	41	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
83	Ines	The Daily Telegraph (London) 	October 14, 2014 Tuesday  Edition 1; Scotland 	Airport Ebola screening will do little except catch flu patients, experts warn 	[UK] The Telegraph	UK	2014-10-14	41	0	0	2	1	1	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
85	Fiona	The Guardian (London) - Final Edition 	October 14, 2014 Tuesday 	Ebola crisis: International response: US health authorities urged to improve treatment plan 	[UK] The Guardian	UK	2014-10-14	41	0	0	3	1	1	3	1	1	3	2	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
87	Jocelyn	DAILY MAIL (London) 	October 13, 2014 Monday 	SCREENING WON'T STOP EBOLA FROM REACHING BRITAIN' 	[UK] The Daily Mail	UK	2014-10-13	41	0	0	2	1	2	3	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
89	Sara	The Guardian (London) - Final Edition 	October 13, 2014 Monday 	Ebola crisis: Spanish nurse stable 	[UK] The Guardian	UK	2014-10-13	41	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
91	Ines	The Guardian (London) - Final Edition 	October 13, 2014 Monday 	Ebola crisis: Texas hospital worker contracts Ebola: Woman had worn correct kit while caring for patient: Other staff may have been exposed, says health chief 	[UK] The Guardian	UK	2014-10-13	41	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
